id,name,members_count,observers_count,leaders_count,members_pending_count,observers_pending_count,leaders_pending_count,total_people,workspace_id,workspace_name,restricted,description
33000162922,CWT BENELUX TS INTRANET,3,0,0,0,0,0,3,2,My Team,no,null
33000162923,CWT BENELUX TS MOXIE,3,0,0,0,0,0,3,2,My Team,no,1st level - Local group for gathering all Moxie incidents - BE/NL/LU
33000162924,CWT BENELUX TS ONLINE,2,0,0,0,0,0,2,2,My Team,no,null
33000162925,CWT BENELUX TS POWER ASSIST,3,0,0,0,0,0,3,2,My Team,no,null
33000162926,CWT BENELUX TS RAIL,3,0,0,0,0,0,3,2,My Team,no,null
33000162927,CWT BENELUX TS VISA,3,0,0,0,0,0,3,2,My Team,no,null
33000162928,CWT BENELUX TS VOIP,3,0,0,0,0,0,3,2,My Team,no,null
33000162929,CWT BENELUX TS WINGS,3,0,0,0,0,0,3,2,My Team,no,null
33000162215,CWT BI Data Warehouse Support,3,0,0,0,0,0,3,2,My Team,no,DnA Application Support
33000162442,CWT BMF/PCT TECHNICAL GROUP,2,0,0,0,0,0,2,2,My Team,no,BMF/PCT TECHNICAL GROUP
33000162367,CWT Booking Repository (CBR) Approvers Group,7,0,0,0,0,0,7,2,My Team,no,Approval group for things related to CWT Bookings Repository (CBR)
33000162368,CWT Booking Repository Development - CBR,14,0,0,0,0,0,14,2,My Team,no,Development team for CWT Booking Repository also known as CBR
33000162930,CWT BPG CSP Business Services,2,0,0,0,0,0,2,2,My Team,no,null
33000162931,CWT BPG CWT Portrait Problem group,3,0,0,0,0,0,3,2,My Team,no,BPG CWT Portrait Problem Activity Tracking
33000162382,CWT BPG Data Architect,2,0,0,0,0,0,2,2,My Team,no,DATA Modeling Group.
33000162383,CWT BPG GDS Incident Escalation Support,5,0,0,0,0,0,5,2,My Team,no,Escalation support group for Severity 1/2 GDS Incidents
33000162932,CWT BPG MDF Problem Group,4,0,0,0,0,0,4,2,My Team,no,BPG MDF Problem Group to address Problem identified through TX Pain Points Tracker
33000162933,CWT BPG Pega Automation,4,0,0,0,0,0,4,2,My Team,no,CX Pega Automation Group. Created via RITM0087518 Liel Ongkengco
33000162384,CWT BPG Power Applications Problem Tracker,8,0,0,0,0,0,8,2,My Team,no,Problem management group for Tracking BPG Power Applications TX Pain Points initiatives
33000162934,CWT BPG Senior QA Group,5,0,0,0,0,0,5,2,My Team,no,This is a group of some of the BPG Senior QA team to be able to action & close Changes
33000162385,CWT BPG SP Platform Team,3,0,0,0,0,0,3,2,My Team,no,null
33000162860,CWT BPG TT Domain Approver Group,2,0,0,0,0,0,2,2,My Team,no,Traveler and Counselor Platforms
33000162386,CWT BR APOIO OPERACIONAL,7,0,0,0,0,0,7,2,My Team,no,BR APOIO OPERACIONAL
33000162861,CWT BR Apoio Power Hotel,7,0,0,0,0,0,7,2,My Team,no,BR Apoio Power Hotel Support Team
33000162216,CWT BR PROCESSOS OPERACIONAIS,7,0,0,0,0,0,7,2,My Team,no,null
33000162862,CWT BRANCH ACCOUNTING,3,0,0,0,0,0,3,2,My Team,no,null
33000162863,CWT Business Stakeholder,1,0,0,0,0,0,1,2,My Team,no,Group that has business_stakeholder role  09/13/2022 - Added the sn_customerservice.case_viewer role for access to all Cases.  ServiceNow confirmed this role consumes a Business Stakeholder license.
33000162389,CWT Buzz Support,4,0,0,0,0,0,4,2,My Team,no,null
33000162864,CWT CA APPLICATION DEVELOPMENT,3,0,0,0,0,0,3,2,My Team,no,null
33000162865,CWT CAB Managers,1,0,0,0,0,0,1,2,My Team,no,This group is for those who may run the EIT Change Board meetings (CAB)
33000162866,CWT CallTrack Change Approver Group,2,0,0,0,0,0,2,2,My Team,no,Change Approver Group
33000162390,CWT CANADA FINANCE SETUP,5,0,0,0,0,0,5,2,My Team,no,null
33000162867,CWT CAPACITY PLANNING,15,0,0,0,0,0,15,2,My Team,no,null
33000162868,CWT Case View Access - User,1,0,0,0,0,0,1,2,My Team,no,"This is a Role group to grant users access to view Cases (CS) and provides access to add comments to CS records. View only applies to Cases where the user is the Contact or Internal Contact.   Per ServiceNow, this does not consume any additional licensing (2022)"
33000162869,CWT Catalog Manager,1,0,0,0,0,0,1,2,My Team,no,null
33000162870,CWT CATALOG-ADMIN,1,0,0,0,0,0,1,2,My Team,no,ServiceNow Catalog admin group
33000162871,CWT CATALOG-USER,1,0,0,0,0,0,1,2,My Team,no,Group providing write access to deliver Service Requests
33000162391,CWT CBR DevOps,15,0,0,0,0,0,15,2,My Team,no,CBR DevOps are the team who developed CBR Services (CBRv2) and are also tasked to maintaining and operating the application. Any Incidents and Change Requests for CBR Services/CBRv2 will be assigned to this assignment group.  This group is differentiated from CWT Booking Repository Development - CBR or CBRv1 as CBRv1 is assigned to Itinerary/PASNGR related concerns.
33000162392,CWT CBR Spotnana Devops,9,0,0,0,0,0,9,2,My Team,no,CBR Spotnana DevOps is the team who developed CBR Spotnana Services and are also tasked in maintaining and operating the application. Any Incidents and Change Requests for CBR Spotnana Services will be assigned to this assignment group.
33000162872,CWT CCR API Support,5,0,0,0,0,0,5,2,My Team,no,Members of the group will provide technical support for CCR API
33000162873,CWT CCRAPI Dev,4,0,0,0,0,0,4,2,My Team,no,Provides third tier Global support for issues and outages on Client Config Repository / Power Base API.
33000162393,CWT CCRecon Support,6,0,0,0,0,0,6,2,My Team,no,Provided technical and application support to the CCrecon Business team to perform Credit Card Reconciliations for both government and commercial accounts
33000162874,CWT CE IT Server Monitoring,2,0,0,0,0,0,2,2,My Team,no,Updated Manager as Matthew Hammond is no longer an active employee
33000162394,CWT CENTRAL BILLING,4,0,0,0,0,0,4,2,My Team,no,Price Optimization - EMEA IT
33000162875,CWT CERTIFICATION-USER,1,0,0,0,0,0,1,2,My Team,no,null
33000162876,CWT CFS - FA,4,0,0,0,0,0,4,2,My Team,no,null
33000162877,CWT CFS - Oracle,2,0,0,0,0,0,2,2,My Team,no,null
33000163021,CWT CFT Approvers,2,0,0,0,0,0,2,2,My Team,no,null
33000162878,CWT Change Management,1,0,0,0,0,0,1,2,My Team,no,Change Management Group
33000162879,CWT CHANGE-ADMIN,1,0,0,0,0,0,1,2,My Team,no,The ServiceNow CHANGE-ADMIN group defines the group of users that have Admin access to the Change Management application.
33000162880,CWT CHANGE-USER,1,0,0,0,0,0,1,2,My Team,no,The ServiceNow CHANGE-USER group defines the group of users that have write access to the Change Management application.
33000162881,CWT CHAT-ADMIN,1,0,0,0,0,0,1,2,My Team,no,ServiceNow Chat admin group
33000162882,CWT CHAT-USERS,1,0,0,0,0,0,1,2,My Team,no,"Group enabling role for allowing access to help desk chat via homepage.  The homepage is limited only to users with this role.  Not to be confused with role ""chat_user"" which provides access to Social-IT Chat functionality.  This role is for the callers to click on Help Desk Chat."
33000162883,CWT China CAB,2,0,0,0,0,0,2,2,My Team,no,null
33000162884,CWT ChinaITInfra,1,0,0,0,0,0,1,2,My Team,no,Support team for China Booking Platform - Windows specific
33000162395,CWT CIP Support,5,0,0,0,0,0,5,2,My Team,no,"Support group for data translation and routed message distibution for Travel Orders, Profiles, Unused Airticket and Client data."
33000162885,CWT CIS FR DQS SUPPORT,2,0,0,0,0,0,2,2,My Team,no,null
33000162217,CWT CIS GLOBAL AUTOMATED FEED,5,0,0,0,0,0,5,2,My Team,no,null
33000162398,CWT CIS GLOBAL PROGRAM MESSENGER,5,0,0,0,0,0,5,2,My Team,no,"Handle implimentation,support and training of Program Messenger Globally"
33000162399,CWT CIS GLOBAL TPSS,6,0,0,0,0,0,6,2,My Team,no,null
33000162400,CWT CIS LATAM PRODUCT SUPPORT,4,0,0,0,0,0,4,2,My Team,no,null
33000162401,CWT CIS OSM DIGITAL IMPLEMENTATION,14,0,0,0,0,0,14,2,My Team,no,Implementation of CWT To Go Air
33000162886,CWT CIS PH ONLINE SUPPORT,1,0,0,0,0,0,1,2,My Team,no,CIS LEVEL 2 SUPPORT FOR TSC
33000162402,CWT CIS ROOMIT INTEGRATION,11,0,0,0,0,0,11,2,My Team,no,"The group will provide support for deployment of new Hotel products by providing project management, analyses and TSAP testing to ensure integration with TS environment. Also project coordination for deployment to clients."
33000163022,CWT CITRIX Approver Group,6,0,0,0,0,0,6,2,My Team,no,Change Approvals Only
33000162218,CWT CitrixAssignmentGroup,13,0,0,0,0,0,13,2,My Team,no,This will be a group used for an assignment group used by all Citrix Team members globally
33000162887,CWT CKM-ADMIN,1,0,0,0,0,0,1,2,My Team,no,The CKM-ADMIN group defines the group of users that have admin access to the Knowledge Management application.
33000162405,CWT Client Data Change,10,0,0,0,0,0,10,2,My Team,no,null
33000162219,CWT Client Finance Setup,10,0,0,0,0,0,10,2,My Team,no,NORAM Client Finance Setup in Oracle & CMS (Contract Management System)
33000162888,CWT Client Implementation PM,7,0,0,0,0,0,7,2,My Team,no,"Project Managers raise tickets to various teams. PM need to raise tickets, add notes, attach files and ask for status updates for these tickets"
33000162220,CWT Client Policy and Knowledge Management,3,0,0,0,0,0,3,2,My Team,no,Client policy maintenance and set-up deliver and uphold global client policy standards for loading and maintenance and support new product developments by building knowledge articles in Counselor Platform to support our TX teams during the booking and fulfilment process.
33000162410,CWT CLMS SECURITY,2,0,0,0,0,0,2,2,My Team,no,The 'CLMS Security' group is only for users to log a ServiceNow request if they require access to the CLMS application or are unable to reset their CLMS password themselves and need assistance with password reset.
33000162221,CWT Cloud Engineering,34,0,0,0,0,0,34,2,My Team,no,Cloud Engineering group with EIT Infrastructure & Operations
33000162222,CWT Cloud ERP Functional Support,6,0,0,0,0,0,6,2,My Team,no,CWT Oracle Cloud ERP Finance functional systems support.
33000162223,CWT Cloud Operations,42,0,0,0,0,0,42,2,My Team,no,Cloud Operations
33000162889,CWT Cloud Ops Vuln Mgmt,32,0,0,0,0,0,32,2,My Team,no,Cloud Operations Vulnerability Management
33000162329,CWT CM Support EMEA,8,0,0,0,0,0,8,2,My Team,no,null
33000162890,CWT CMDB-ADMIN,1,0,0,0,0,0,1,2,My Team,no,The CMDB-ADMIN group defines the group of users that have administrative rights to the Configuration Management application in Service-Now
33000162891,CWT CMDB-PRIV,1,0,0,0,0,0,1,2,My Team,no,Group to provide the cmdb_priv role
33000162892,CWT CMDB-USER,1,0,0,0,0,0,1,2,My Team,no,The CMDB-USER group defines the group of users that have read-only access to the configuration management application.
33000162330,CWT CMS Specialist Group,6,0,0,0,0,0,6,2,My Team,no,"Group renamed per request from David Wiles 1/2/23. Was ""PM Specialist Group"""
33000162893,CWT CN DEVELOPMENT,1,0,0,0,0,0,1,2,My Team,no,null
33000162331,CWT CN INFRASTRUCTURE,1,0,0,0,0,0,1,2,My Team,no,null
33000162224,CWT Collaboration,4,0,0,0,0,0,4,2,My Team,no,"Assignment Group for Collaboration tickets, will be used for Webex Meetings, Webex teams, and MS Teams"
33000162894,CWT Colombia IT Help Desk,2,0,0,0,0,0,2,2,My Team,no,null
33000162895,CWT Communication Plan Admin,1,0,0,0,0,0,1,2,My Team,no,null
33000162896,CWT COMMUNICATION-ADMIN,1,0,0,0,0,0,1,2,My Team,no,ServiceNow Communication Application administration user group
33000162897,CWT Compliance Managers,1,0,0,0,0,0,1,2,My Team,no,Users in charge of approving Policy Exceptions
33000162898,CWT Conditional Script Writer,1,0,0,0,0,0,1,2,My Team,no,"This is the default group introduced by ServiceNow that grants members the snc_required_script_writer_permission. If the administrator has not configured scripting governance, new members will be automatically added to this group through the auto-provisioning job."
33000162225,CWT Conferma Support,4,0,0,0,0,0,4,2,My Team,no,Conferma contact information in case of high severity incident:  Conferma (office hours); e-mail: support@conferma.zendesk.com o Telephone:  o UK - +44 (0) 844 815 3601 o US -1-855-290-6695 (toll free) o Singapore-800-120-3974 (toll free) o Austraila-1-800-447505 (toll free)  o Other markets can be added • 1st Level escalation  o Sarah Topping (Service Desk Manager) Sarah.Topping@Conferma.com +44 (0)161 447 6138 • 2nd Level escalation  o Abbi Daniels (Operations Manager) Abbi.Daniels@Conferma.com +44 (0)161 274 9052   Note:  Changed group email from GlobalCardProductsTeam2@carlsonwagonlit.com to virtualcardpayments@mycwt.com.  If not correct Diane Degenhardt will need to say what it should be or reset it back.
33000162226,CWT Configuration Management,19,0,0,0,0,0,19,2,My Team,no,CMDB & Configuration Management
33000162338,CWT Contact Center Products,10,0,0,0,0,0,10,2,My Team,no,Contact Center Product Support Group
33000162339,CWT CONTACT TRACKING DEVELOPMENT,4,0,0,0,0,0,4,2,My Team,no,Contact Tracking Development Team
33000162899,CWT Contact Tracking Global Approver Group,5,0,0,0,0,0,5,2,My Team,no,Change Approver Group for CI
33000162900,CWT CONTRACT-ADMIN,1,0,0,0,0,0,1,2,My Team,no,ServiceNow Role Group giving contract admin rights.
33000162901,CWT Corporate Financial Systems,9,0,0,0,0,0,9,2,My Team,no,Corporate Financial Systems
33000162902,CWT COT CIS LATAM,2,0,0,0,0,0,2,2,My Team,no,null
33000162903,CWT COT DK TRAVELER SERVICES EMEA,3,0,0,0,0,0,3,2,My Team,no,null
33000162904,CWT COT ES TRAVELLER SERVICES EMEA,3,0,0,0,0,0,3,2,My Team,no,null
33000162905,CWT COT IT TRAVELER SERVICES EMEA,4,0,0,0,0,0,4,2,My Team,no,null
33000162906,CWT COT SE TRAVELER SERVICES EMEA,3,0,0,0,0,0,3,2,My Team,no,null
33000162227,CWT Counselor Platform Product Management,5,0,0,0,0,0,5,2,My Team,no,"CXP Application  - development, major issues, bug fixes"
33000162907,CWT CRC-C-CWTCAB-EMEA,2,0,0,0,0,0,2,2,My Team,no,CWT CHANGE MANAGEMENT EMEA
33000162908,CWT CRM Approver Group,1,0,0,0,0,0,1,2,My Team,no,CRM Approver Group  - Database used by Sales
33000162909,CWT Crowdstrike User,1,0,0,0,0,0,1,2,My Team,no,Role group to assign role x_crowd_vulnerabil.crowdstrike_vulnerability_response_user
33000163035,CWT CSC CM Approvers Group,4,0,0,0,0,0,4,2,My Team,no,Approvers group for Client Maintenance
33000162342,CWT CSC CM L3 Support Group,3,0,0,0,0,0,3,2,My Team,no,L3 Engineering Support for Client Maintenance and CWT Authentication
33000162343,CWT CSC CM Support Group,5,0,0,0,0,0,5,2,My Team,no,Support group for Client Maintenance
33000163036,CWT CSC Security Approvers Group,3,0,0,0,0,0,3,2,My Team,no,Approver group for PingFederate OAuth and CWT Authentication
33000163037,CWT CSC Security Support Group,3,0,0,0,0,0,3,2,My Team,no,Support group for PingFederate OAuth and CWT Authentication
33000163038,CWT CSM-AGENT,1,0,0,0,0,0,1,2,My Team,no,Role Group to apply the sn_customerservice_agent role.  For internal agent use of the CSM application.  Inherits lots of other roles.
33000163039,CWT CSM-ITIL,1,0,0,0,0,0,1,2,My Team,no,"Role Group to apply the sn_customerservice_agent roles and the associated Incident, problem, request roles.   THIS GROUP IS A SPECIAL CASE GROUP TO MANAGE LICENSE ALLOCATIONS.  THESE USERS ARE NORMALLY IN THE ITIL USERS GROUP BUT IN ORDER TO MANAGE LICENSE COSTS WE ARE BORROWING FROM THE CSM LICENSE POOL.  AT THE END OF 2022 WE WILL RE-BUDGET AND APPROPRIATELY SIZE CSM-AGENT VS ITIL USERS AND WILL ELIMINATE THIS ROLE GROUP."
33000162344,CWT CTS Admin Nordic Clients,4,0,0,0,0,0,4,2,My Team,no,"Create and maintain GDS company profiles, Power Base and Portrait for Nordic Military & Government / Nordic Soil clients"
33000163040,CWT CTS DASHBOARD USER,71,0,0,0,0,0,71,2,My Team,no,Group is used for sharing dashboard reports.
33000162345,CWT CTS New Client Handover,3,0,0,0,0,0,3,2,My Team,no,"Requests to Handover Clients to CTS submitted via Gateway Form ""Client Handover to CTS"""
33000163041,CWT CTS Tech AT,5,0,0,0,0,0,5,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Austria
33000162346,CWT CTS Tech BE,9,0,0,0,0,0,9,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Belgium and Luxembourg TEAM LEADER: Virginie Bertrand
33000162347,CWT CTS Tech BR,5,0,0,0,0,0,5,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE:  Brazil
33000162348,CWT CTS Tech CH,10,0,0,0,0,0,10,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Switzerland TEAM LEADER:  Virginie Bertrand
33000162349,CWT CTS Tech DE,3,0,0,0,0,0,3,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Germany TEAM LEADER: Volker Zehrtisch
33000162350,CWT CTS Tech DK,10,0,0,0,0,0,10,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Denmark
33000162351,CWT CTS Tech EE,6,0,0,0,0,0,6,2,My Team,no,"This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.   REGION SCOPE: PL, HU, CZ"
33000162352,CWT CTS Tech ES,9,0,0,0,0,0,9,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Spain TEAM LEADER: Silvia Camerani
33000163042,CWT CTS TECH EU SOIL,8,0,0,0,0,0,8,2,My Team,no,This group provide client facing navigation & technical break/fix support for clients with a contractual agreed EU Soil Support in ENglish language REGION SCOPE: EU SOIL  Renamed CTS Tech EU mixed to SOIL on 4/8/25
33000162353,CWT CTS Tech FI,10,0,0,0,0,0,10,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Finland
33000162354,CWT CTS Tech FR,13,0,0,0,0,0,13,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: France TEAM LEADER: Virginie Bertrand
33000162355,CWT CTS Tech IN,24,0,0,0,0,0,24,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: India TEAM LEADER: Poonam Rai
33000162356,CWT CTS Tech IT,7,0,0,0,0,0,7,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Italy TEAM LEADER: Silvia Camerani
